City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Delhi,15/10/2019,133.35,285.26,67.74,58.61,86.5,36.03,2.18,13.31,53.79,6.4,49.36,291,Poor
Delhi,16/10/2019,146.37,279.78,39,53.03,62.13,38.12,1.77,13.22,55.69,5.51,36.51,320,'Very Poor'
Delhi,17/10/2019,121.68,245.2,18.94,46.51,42.73,35.08,1.44,14.95,49.68,4.58,30.79,300,Poor
Delhi,18/10/2019,90.41,203.39,13.39,39.62,34.81,33.94,1.14,11.36,42.7,3.47,22.11,265,Poor
Delhi,19/10/2019,76.77,174.84,31.61,51.37,53.94,33.65,1.18,11.33,43.23,4.23,33.23,170,Moderate
Delhi,20/10/2019,98.05,203.14,35,48.83,53.46,33.32,1.26,10.64,33.47,4.13,30.72,242,Poor
Delhi,21/10/2019,115.16,235,34.79,51.05,55.42,31.9,1.3,11.11,36.8,4.36,28.7,254,Poor
Delhi,22/10/2019,93.51,213.26,34.86,50.05,57.98,29.84,1.37,11.7,39.48,3.82,28.98,243,Poor
Delhi,23/10/2019,122.12,268.58,56.07,57.92,80.24,34.38,1.79,14.08,44.15,4.7,34.29,248,Poor
Delhi,24/10/2019,173.56,346.51,84.08,67.36,108.93,41.69,2.46,18.87,57.94,7.01,50.88,335,'Very Poor'
Delhi,25/10/2019,129.9,270.87,42.42,52.55,64.73,37.02,1.72,15.17,52.25,5.07,35.92,331,'Very Poor'
Delhi,26/10/2019,148.73,290.6,61.19,56.43,83.98,40.14,1.92,12.76,50.59,5.34,38.81,315,'Very Poor'
Delhi,27/10/2019,198.81,321.68,46.63,48.37,68.91,40.04,1.77,13.21,47.27,4.92,30.4,354,'Very Poor'
Delhi,28/10/2019,301.39,420.35,35.11,48.45,59.73,40.16,1.77,18.03,42.79,4.62,20.55,417,Severe
Delhi,29/10/2019,287.56,440.77,58.36,60.03,86.74,49,2.43,12.71,33.2,5.79,37.17,419,Severe
Delhi,30/10/2019,279.32,454.35,87.7,63.87,113.63,52.82,2.67,13.81,34.86,6.53,49.5,452,Severe
Delhi,31/10/2019,314.32,500.04,99.58,71.37,123.63,55.54,2.92,15.86,38.29,7.27,60.46,460,Severe
Delhi,01/11/2019,388.45,584.15,62.6,73.61,96.68,58.29,2.59,16.32,49.77,7.11,55.43,591,Severe
Delhi,02/11/2019,320.26,467.74,34.23,54.1,61.32,49.38,1.93,12.88,35,5.6,35.45,473,Severe
Delhi,03/11/2019,582.28,706.58,28.98,49.67,53.58,56.52,2.39,10.2,33.91,6.21,33.78,659,Severe
Delhi,04/11/2019,272.3,386.16,29.75,44.53,51.48,39.67,1.47,11.68,36.82,4.37,29.56,532,Severe
Delhi,05/11/2019,190.41,296.98,32.28,44.32,53.16,33.01,1.43,13.17,39.23,3.75,28.54,385,'Very Poor'
Delhi,06/11/2019,101.09,207.19,57.56,54.77,81.72,31.99,1.52,11.58,29.77,3.94,30.45,265,Poor
Delhi,07/11/2019,182.47,292.56,29.02,51.64,54.77,37.3,1.58,11.95,23.72,5.25,37.6,296,Poor
Delhi,08/11/2019,154.14,253.44,51.48,52.79,73.74,38.97,1.68,14.04,32.33,5.58,47.09,346,'Very Poor'
Delhi,09/11/2019,140.8,230.5,35.56,44.01,56.07,35.4,1.34,11.58,30.42,4.13,33.86,321,'Very Poor'
Delhi,10/11/2019,192.35,296.44,30.88,50.35,56.41,32.4,1.44,13.95,38.5,3.79,29.59,339,'Very Poor'
Delhi,11/11/2019,252.48,380.54,45.96,61.36,75.05,37.01,1.79,15.18,42.35,4.56,39.67,376,'Very Poor'
Delhi,12/11/2019,384.34,529.59,51.47,66.1,83.09,40.72,2.25,14.41,48.8,5.85,44.03,475,Severe
Delhi,13/11/2019,383.36,541.19,62.74,73.6,94.33,43.4,2.5,15.12,39.52,7.08,52.12,532,Severe
Delhi,14/11/2019,371.42,545.66,77.46,82.63,114.67,50.55,2.92,16.26,26.54,8.2,65.31,537,Severe
Delhi,15/11/2019,423.52,576.12,44.06,59.35,73.02,50.12,2.35,14.14,37.71,7.47,48.7,595,Severe
Delhi,16/11/2019,174.03,293,23.38,42.35,45.36,35.82,1.34,12.89,31.94,4.3,30.34,438,Severe
Delhi,17/11/2019,96.34,165.5,14.48,33.78,32.29,29.55,0.92,10.78,27.01,2.4,16.76,273,Poor
Delhi,18/11/2019,108.4,181.67,29.18,40.05,49.47,29.79,1.26,10.55,30.33,3.03,20.7,245,Poor
Delhi,19/11/2019,126.92,218.13,52.44,52.79,77.11,33.12,1.6,12.05,31.56,4.31,31.85,251,Poor
Delhi,20/11/2019,175.19,295.47,79.63,77.62,106.76,40.19,2.21,14.74,38.99,5.65,45.92,315,'Very Poor'
Delhi,21/11/2019,217.7,363.77,104.83,91.65,135.9,44.56,3,19.85,48.43,8.84,71.87,375,'Very Poor'
Delhi,22/11/2019,201.17,332.6,83.99,75.08,113.99,42.17,2.4,16.02,41.54,7.04,56.68,377,'Very Poor'
Delhi,23/11/2019,130.41,224.14,33.69,52.7,60.68,34.6,1.3,11.64,25.58,4.46,33.82,334,'Very Poor'
Delhi,24/11/2019,107.86,178.21,19.82,43.51,42.87,34.33,1.01,11.35,29.6,2.98,20.71,264,Poor
Delhi,25/11/2019,122.37,213.67,44.39,53.29,69.13,35.67,1.45,13.59,31.86,4.16,31.46,269,Poor
Delhi,26/11/2019,114.27,225.78,49.17,53.83,73.89,37.04,1.41,17.65,39.21,5.2,38.41,284,Poor
Delhi,27/11/2019,65.7,128.1,19.37,42.94,41.04,34.32,0.89,10.71,30.2,2.89,28.31,166,Moderate
Delhi,28/11/2019,31.03,58.6,10.57,32.3,27.14,30.25,0.65,8.99,28.72,1.88,20.27,106,Moderate
Delhi,29/11/2019,53.79,100.29,29.65,41.9,49.52,31.59,1.03,10.14,24.66,3.15,27.84,89,Satisfactory
Delhi,30/11/2019,96.96,159.36,34.59,45.04,56.55,36.65,1.21,9.87,23.38,4.1,30.82,175,Moderate
Delhi,01/12/2019,123.66,192.47,38.19,50.39,63.15,36.51,1.17,11.39,32.28,3.57,23.24,257,Poor
Delhi,02/12/2019,141.12,229.08,50.45,57.23,77.73,38.4,1.49,11.18,32.54,4.35,26.64,299,Poor
Delhi,03/12/2019,140.07,241.56,53.47,60.85,82.31,38.81,1.49,11.37,32.57,4.31,31.72,302,'Very Poor'
Delhi,04/12/2019,163.24,277.92,77.61,71.65,107.88,43.21,1.95,13.48,33.48,4.93,42.84,313,'Very Poor'
Delhi,05/12/2019,271.99,416.79,115.56,91.53,148.59,55.2,2.95,14.48,42.41,7.93,71.69,389,'Very Poor'
Delhi,06/12/2019,241.69,362.1,73.76,69.73,103.48,57.17,2.03,13.41,32.34,7.86,57.33,423,Severe
Delhi,07/12/2019,233.79,348.44,79.28,66.41,107.56,55.32,2.32,15.4,33.69,6.96,47.68,382,'Very Poor'
Delhi,08/12/2019,239.98,355.16,109.28,68.59,137.04,58.01,2.88,13.69,32.51,8.02,58.12,404,Severe
Delhi,09/12/2019,200.33,311.58,87.59,68.28,114.07,56.75,2.32,12.34,29.47,6.5,45.83,371,'Very Poor'
Delhi,10/12/2019,236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,377,'Very Poor'
Delhi,11/12/2019,299.85,452.65,106.35,85.56,138.71,68.66,3.2,14.71,41.46,8,69.03,430,Severe
Delhi,12/12/2019,284.18,412.59,46.67,64.36,76.85,70.65,2.01,12.61,44.13,6.29,38.83,471,Severe
Delhi,13/12/2019,94.62,124.26,13.29,41.21,32.94,50.03,1.14,7.9,29.14,2.73,16.19,322,'Very Poor'
Delhi,14/12/2019,78.59,128.36,26.2,41.29,43.17,38.62,1.18,9.04,22.94,3.38,25.36,179,Moderate
Delhi,15/12/2019,94.67,151.57,26.19,39.9,43.01,38.46,1.15,8.5,22.96,3.22,21.24,205,Poor
Delhi,16/12/2019,88.05,133.11,21.68,35.06,36,39.25,1.04,7.17,22.1,2.4,12.91,202,Poor
Delhi,17/12/2019,93.07,140.23,27.2,32.7,40.32,46.78,1.07,7.26,24.27,2.52,14.12,178,Moderate
Delhi,18/12/2019,144,214.88,29.59,44.41,48.79,51.81,1.24,7.98,32.08,3.47,22.85,273,Poor
Delhi,19/12/2019,261.16,385.13,51.02,55.64,72.47,57.3,1.92,9.64,28.22,6.1,34.52,354,'Very Poor'
Delhi,20/12/2019,316.09,449.06,40.57,60.58,66.4,58.04,2.16,9.92,29.05,6.86,39.35,452,Severe
Delhi,21/12/2019,249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,441,Severe
Delhi,22/12/2019,146.81,202.05,19.33,38.96,36.7,57.51,1.13,6.67,21.48,3.77,17.14,351,'Very Poor'
Delhi,23/12/2019,171.47,240.19,26.86,39.83,44.43,53.04,1.28,7,23.8,3.98,23.78,321,'Very Poor'
Delhi,24/12/2019,262.69,401.03,38.02,56.72,64.46,53.3,1.76,8.7,28.17,5.75,38.29,376,'Very Poor'
Delhi,25/12/2019,166.71,258.28,22.4,39.77,40.79,48.52,1.2,6.96,21.13,3.85,22.52,384,'Very Poor'
Delhi,26/12/2019,196.97,299.85,19.25,45.08,41.2,51.83,1.17,6.99,25.73,3.69,22.5,340,'Very Poor'
Delhi,27/12/2019,240.07,371.45,28.66,54.6,54.95,52.64,1.39,7.88,27.55,4.62,32.86,372,'Very Poor'
Delhi,28/12/2019,275.6,426.12,60.13,55.98,83.47,50.47,1.96,10.26,27.92,6.7,39.22,425,Severe
Delhi,29/12/2019,326.79,500.15,32.73,57.76,61.51,49.61,1.86,10.25,35.11,6.28,33,455,Severe
Delhi,30/12/2019,333.43,486.35,54.97,55.61,79.04,50.75,2.24,11.15,26.44,8,47.12,506,Severe
Delhi,31/12/2019,245.53,338.18,44.49,47.5,64.57,48.22,1.8,11.03,28.07,4.81,38.4,417,Severe
Delhi,01/01/2020,372.14,483.87,109.53,64.18,135,56.85,3.15,18.49,39.58,8.5,60.79,492,Severe
Delhi,02/01/2020,327.04,439.31,120.76,64.8,143.71,58.26,3.32,19.95,36.5,9.36,73.11,485,Severe
Delhi,03/01/2020,228.9,337.04,111.09,55.65,131.13,53.02,2.8,14.93,27.82,6.96,66.8,426,Severe
Delhi,04/01/2020,220.6,327.22,86.58,57.67,110.2,53.46,2.2,12.85,29.94,6.81,48.18,366,'Very Poor'
Delhi,05/01/2020,170.21,257.94,29.99,48.25,54.3,47.94,1.23,9.59,30.21,3.7,28.9,354,'Very Poor'
Delhi,06/01/2020,159.64,247.47,35.49,51.19,60.14,47.01,1.27,11.34,21.99,3.52,31.1,335,'Very Poor'
Delhi,07/01/2020,120.31,176.22,24.08,44.9,46.56,43.53,1.18,12.74,22.82,3.64,24.51,285,Poor
Delhi,08/01/2020,117.98,145.85,26.65,38.64,45.09,44.73,1.13,8.67,17.63,3.49,22.67,281,Poor
Delhi,09/01/2020,89.26,132.06,14.71,32.3,31.03,36.87,0.89,7.28,22,2.43,15.34,231,Poor
Delhi,10/01/2020,130.82,203.54,27.73,45.12,50.71,37.73,1.3,9.44,27.25,3.8,24.75,255,Poor
Delhi,11/01/2020,151.1,245.62,43.83,53.28,69.66,40.97,1.54,11.65,30.98,4.33,28.3,309,'Very Poor'
Delhi,12/01/2020,207.23,325.36,90.44,59.91,113.97,48.65,2.26,12.35,32.47,5.53,39.19,352,'Very Poor'
Delhi,13/01/2020,218.98,329.77,61.38,55.04,84.22,53.64,2.11,11.59,27.98,5.74,34.26,381,'Very Poor'
Delhi,14/01/2020,115.62,163.67,21.19,38.08,40.99,46.34,1.16,9.24,21.62,3.31,23.78,314,'Very Poor'
Delhi,15/01/2020,111.57,179.08,29.61,47.45,54.26,41.76,1.17,10.68,26.19,3.72,30.02,241,Poor
Delhi,16/01/2020,139.06,197.9,28.99,44.21,51.19,43.54,1.11,10.44,18.63,4.05,30.42,286,Poor
Delhi,17/01/2020,107.65,152.98,31.58,36.19,49.2,40.15,1.14,9.69,18.97,3.71,24.4,287,Poor
Delhi,18/01/2020,125.3,198.24,39.64,43.78,60.8,39.56,1.32,9.65,19.93,4.79,29.24,262,Poor
Delhi,19/01/2020,125.04,187.93,18.6,34.18,36.38,38.38,0.96,8.69,25.86,2.95,13.77,290,Poor
Delhi,20/01/2020,142.18,225.67,30.68,38.21,49.07,39.27,1.39,9.65,24.64,3.9,19.39,282,Poor
Delhi,21/01/2020,222.81,348.45,63.49,48.18,83.32,48.02,1.93,12.24,27.6,6.32,39.27,359,'Very Poor'
Delhi,22/01/2020,198.88,296.98,66,44.3,82.89,45.17,1.9,10.95,24.63,7,36.98,378,'Very Poor'
Delhi,23/01/2020,74.45,137.61,15.4,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04,273,Poor
Delhi,24/01/2020,79.83,151.81,23.68,44,45.88,34.23,0.99,10.73,30.53,2.66,15.38,155,Moderate
Delhi,25/01/2020,136.72,240.57,58.83,56.31,84.2,41.37,1.48,12.36,26.8,4.62,26.36,251,Poor
Delhi,26/01/2020,201.2,309.09,74.63,50.94,95.06,48.8,2.09,12.81,32.7,5.87,33.9,349,'Very Poor'
Delhi,27/01/2020,209.97,330.91,89.41,67.09,116.25,53.66,2.19,14.72,26.6,5.97,36.87,365,'Very Poor'
Delhi,28/01/2020,104.45,149.12,17.85,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44,302,'Very Poor'
Delhi,29/01/2020,77.95,134.17,30.9,42.24,48.65,38.01,1.24,9.85,23.96,3.1,20.67,218,Poor
Delhi,30/01/2020,91.56,168.43,30.79,45.04,50.9,36.77,1.08,10.06,24.23,3.49,19.83,195,Moderate
Delhi,31/01/2020,92.04,170.33,31.8,47.35,53.46,34.03,1.1,9.9,24.36,3.55,22.19,203,Poor
Delhi,01/02/2020,112.13,201.19,49.25,44.25,67.5,35.95,1.26,10.02,29.22,4.51,26.67,244,Poor
Delhi,02/02/2020,120.86,200.9,33.12,45.28,54.17,36.46,1.2,10.32,29.69,3.94,18.46,254,Poor
Delhi,03/02/2020,138.5,243.43,50.47,53.71,73.96,37.5,1.51,11.4,33.94,4.43,27.09,297,Poor
Delhi,04/02/2020,188.42,340.56,92.85,64.8,115.76,43.09,2.21,15.26,41,6.43,47.2,336,'Very Poor'
Delhi,05/02/2020,150.08,255.41,41.58,53.35,67.5,40.07,1.3,13.31,32.03,4.6,27.58,344,'Very Poor'
Delhi,06/02/2020,118.57,205.43,33.37,51.82,60.54,36.16,1.18,12.08,33.75,3.98,22.63,277,Poor
Delhi,07/02/2020,150.15,253.82,64.24,58.46,88.53,38.38,1.51,14.21,34.75,5.78,31.93,307,'Very Poor'
Delhi,08/02/2020,149.67,238.17,30.62,47.55,54.41,40.72,1.16,14.39,35.72,4.36,18.69,315,'Very Poor'
Delhi,09/02/2020,151.43,247.62,35.28,50.75,60.36,40.04,1.29,14.64,36.29,4.35,17.47,310,'Very Poor'
Delhi,10/02/2020,174.4,292.44,56.93,56.48,82.69,39.99,1.61,14.83,31.92,5.16,26.69,328,'Very Poor'
Delhi,11/02/2020,176.57,306.12,83.94,60.12,107.57,39.73,1.89,14.37,37.22,6.65,40.82,347,'Very Poor'
Delhi,12/02/2020,172.12,295.05,38.78,55.96,64.65,40.92,1.29,16.24,37.86,4.71,24.48,343,'Very Poor'
Delhi,13/02/2020,95.72,179.78,15.54,41.59,37.63,36.91,0.95,16.49,36.8,3.09,16.55,279,Poor
Delhi,14/02/2020,73.84,172.28,12.35,34.6,30.48,34.06,0.82,13.53,43.62,2.43,12.11,186,Moderate
Delhi,15/02/2020,83.07,174.78,18.16,44.57,41.54,32.48,0.91,17.59,42.21,2.93,17.62,174,Moderate
Delhi,16/02/2020,132.63,237.81,42.02,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71,254,Poor
Delhi,17/02/2020,158.69,282.84,61.48,61.17,88.49,42.77,1.61,18.85,38.6,5.83,30.58,323,'Very Poor'
Delhi,18/02/2020,125.53,238.91,39.22,59.91,67.21,37.01,1.39,23.01,42.7,4.14,21.19,292,Poor
Delhi,19/02/2020,138.46,286.39,87.96,59.9,111.77,44.11,2,20.13,44.29,6.39,37.24,300,Poor
Delhi,20/02/2020,98.84,223.69,10.13,44.05,32.65,39.61,0.99,14.91,55.32,2.88,11.89,253,Poor
Delhi,21/02/2020,53.11,85.49,8.84,33.27,26.24,35.81,0.83,10.45,39.58,2.03,20.21,170,Moderate
Delhi,22/02/2020,63.62,123.44,29.86,41.23,50.12,33.46,1.2,13.38,32.03,2.8,23.92,104,Moderate
Delhi,23/02/2020,105.71,182.2,41.97,42.24,61.5,38.33,1.26,14.3,35.15,3.51,27.78,221,Poor
Delhi,24/02/2020,70.59,145.05,29.23,44.2,51.6,33.19,1.02,15.94,33.36,2.29,20.9,169,Moderate
Delhi,25/02/2020,127.75,224.02,27.87,46.76,52.38,39.61,1.22,18.24,35.32,3.12,18.7,244,Poor
Delhi,26/02/2020,141.81,258.62,56.86,50.67,78.58,42.7,1.54,17.61,38.64,4.71,31.45,303,'Very Poor'
Delhi,27/02/2020,107.28,203.77,22.85,46.15,46.13,43.64,1.23,14.7,36.36,3.8,22.27,270,Poor
Delhi,28/02/2020,83.48,161.36,8.21,33.92,26.32,41.44,0.97,11.55,41.53,2.67,11.61,214,Poor
Delhi,29/02/2020,60.01,115.82,9.66,33.98,27.57,34.88,0.83,12.05,37.35,2.42,15.56,144,Moderate
Delhi,01/03/2020,42.83,91.88,20.57,40.73,41.36,31.4,0.97,12.19,39.84,2.18,22.27,105,Moderate
Delhi,02/03/2020,99.34,203.51,64.58,50.23,85.92,39.78,1.58,15.81,36.64,4.58,37.92,192,Moderate
Delhi,03/03/2020,86.26,188.73,50.52,46.6,71.98,37.02,1.22,15.48,32.39,3.98,39.09,226,Poor
Delhi,04/03/2020,82.9,193.79,40.18,45.62,60.78,37.32,1.1,16.22,41.77,3.57,28.32,200,Moderate
Delhi,05/03/2020,31.43,67.5,11.78,32.97,28.54,32.27,0.81,11.32,36.98,1.81,16.39,112,Moderate
Delhi,06/03/2020,21.32,38.5,12.55,33.71,29.75,29.56,0.87,10.42,33.52,1.47,14.94,82,Satisfactory
Delhi,07/03/2020,40.96,85.45,17.41,35.53,34.85,29.01,0.82,11.84,35.47,1.95,21.14,77,Satisfactory
Delhi,08/03/2020,72.1,140.22,45.65,37.14,61.74,31.51,1.11,12.61,34.59,3.51,35.85,156,Moderate
Delhi,09/03/2020,58.04,133.75,18.86,32.29,34.79,29.29,0.75,13.33,34.54,1.91,17.48,138,Moderate
Delhi,10/03/2020,84.35,160.91,14.46,30.22,29.74,30.99,0.84,17.21,47.66,2.35,15.58,186,Moderate
Delhi,11/03/2020,55.19,112.57,10.1,29.76,24.99,32.88,0.76,13.82,42.36,1.96,12.04,128,Moderate
Delhi,12/03/2020,56.92,155.18,21.91,36.74,39.57,35.31,0.94,13.68,34.27,2.25,19.69,125,Moderate
Delhi,13/03/2020,68.72,209.02,29.31,40.53,49,31.36,0.87,15.42,37.42,2.63,24.39,170,Moderate
Delhi,14/03/2020,39.41,85.26,14.67,34.59,32.7,34.29,0.76,11.59,29.17,1.99,17.98,131,Moderate
Delhi,15/03/2020,60.99,124.24,26.33,41.09,46.69,31.09,0.9,13.92,37.25,2.43,23.4,124,Moderate
Delhi,16/03/2020,61.61,144.37,21.37,41.52,44.12,31.07,0.89,14.8,38.38,2.29,20.26,148,Moderate
Delhi,17/03/2020,69.7,160.15,26.05,43.5,48.87,32.31,1,15.06,40.59,2.65,20.92,164,Moderate
Delhi,18/03/2020,68.93,162.56,29.29,45.86,53.31,32.99,1.07,14.93,41.73,3.05,28.9,162,Moderate
Delhi,19/03/2020,90.62,195.15,37.81,45.67,59.24,36.15,1.14,17.66,43.16,3.37,33.51,191,Moderate
Delhi,20/03/2020,90.31,200.79,30.21,51.26,55.88,34.3,1.24,19.71,48.23,3.76,36.83,209,Poor
Delhi,21/03/2020,82.39,184.81,31.58,46.04,54.04,36.61,1.18,18.55,43.19,3.35,33.82,205,Poor
Delhi,22/03/2020,78.61,134.46,14.49,29.85,30.31,32.61,0.92,16.63,47.67,2.86,21.43,198,Moderate
Delhi,23/03/2020,54.26,100.55,11.75,25.96,25.31,30.31,0.78,15.17,46.48,1.96,16.08,127,Moderate
Delhi,24/03/2020,55.85,103.62,12.3,27.07,26.48,31.91,0.81,15.81,38.23,2.53,16.24,124,Moderate
Delhi,25/03/2020,37.87,68.03,13.09,21.11,22.57,34.43,0.68,11.49,32.11,1.67,13.62,92,Satisfactory
Delhi,26/03/2020,45.69,75.81,9.02,16.58,17.41,33.68,0.58,12.82,30.59,1.38,8.88,93,Satisfactory
Delhi,27/03/2020,26.89,45.48,8.34,15.32,15.89,27.4,0.53,11.04,27.38,1.11,9.17,76,Satisfactory
Delhi,28/03/2020,21.23,34.15,9.87,17.52,18.34,25.22,0.54,10.28,25.06,1.07,9.76,51,Satisfactory
Delhi,29/03/2020,27.59,55.75,8.74,16.6,16.42,23.98,0.52,10.39,35.75,0.97,8.31,64,Satisfactory
Delhi,30/03/2020,35.08,64.66,8.29,17.52,16.62,23.21,0.58,12.47,40.26,1.08,9,74,Satisfactory
Delhi,31/03/2020,35.31,67.01,9.36,18.03,18.01,26.5,0.56,12.33,40.96,1.06,8.98,81,Satisfactory
Delhi,01/04/2020,32.88,65.84,10.4,19.17,19.26,26.73,0.62,13,35.06,1.12,9.17,80,Satisfactory
Delhi,02/04/2020,28.51,61.06,9.91,17.18,17.72,22.22,0.6,10.84,39.47,0.91,7.85,78,Satisfactory
Delhi,03/04/2020,31.36,62.69,9.29,20.07,19.33,21.54,0.61,11.99,46.82,1.13,8.6,84,Satisfactory
Delhi,04/04/2020,40.79,77.64,10.07,22.38,21.19,23.06,0.68,12.59,41.26,1.3,9.64,90,Satisfactory
Delhi,05/04/2020,51.79,96.88,10.99,24.42,22.78,25.14,0.81,16.03,44.55,1.74,12.38,103,Moderate
Delhi,06/04/2020,59.91,114.88,11.05,24.37,22.68,26.41,0.81,15.59,44.16,2.04,12.8,134,Moderate
Delhi,07/04/2020,33.12,94.02,8.5,19.27,17.38,25.53,0.6,13.46,42.65,1.01,9.13,100,Satisfactory
Delhi,08/04/2020,29.7,79.04,8.38,18.56,16.51,23.41,0.56,12.85,45.8,0.99,8.24,91,Satisfactory
Delhi,09/04/2020,36.13,76.32,8.49,21.37,18.16,23.84,0.66,14.2,48.34,1.11,7.52,89,Satisfactory
Delhi,10/04/2020,57.67,112.93,9.8,27.12,23.3,27.71,0.81,16.32,40.36,1.79,11.45,111,Moderate
Delhi,11/04/2020,53.03,118.1,9.54,23.64,21.9,28.33,0.83,18.38,49.51,1.88,11.18,126,Moderate
Delhi,12/04/2020,38.57,92.7,5.48,17.59,14.66,26.99,0.67,15.7,50.15,1.19,6.87,102,Moderate
Delhi,13/04/2020,60.6,136.77,7.16,23.4,19.83,27.95,0.83,19.86,41.07,1.78,9.62,119,Moderate
Delhi,14/04/2020,58.22,144.7,8.83,25.71,22.96,28.76,0.93,17.38,40.74,2.04,13.12,134,Moderate
Delhi,15/04/2020,58.31,190.98,10.37,24.55,24.05,28.36,0.93,14.89,38.22,2.36,11.89,152,Moderate
Delhi,16/04/2020,69.8,191.17,11.86,25.01,25.66,30.36,0.94,19.42,41.87,2.4,13.75,172,Moderate
Delhi,17/04/2020,26.93,89.58,8.12,15.83,16.95,26.06,0.64,14.08,53.53,1.07,7.79,123,Moderate
Delhi,18/04/2020,29.09,102.53,8.45,15.45,17.02,27.18,0.68,12.63,49.14,1.19,7.55,102,Moderate
Delhi,19/04/2020,35.49,73.86,10.13,19.72,20.82,29.94,0.71,13.17,40.53,1.29,9.46,95,Satisfactory
Delhi,20/04/2020,52.86,113.25,12.38,24.56,25.55,31.57,1.02,15.06,32.67,2.37,15.52,115,Moderate
Delhi,21/04/2020,37.17,87.27,8.89,19.64,19.57,29.75,0.82,15.36,48.56,1.48,8.92,102,Moderate
Delhi,22/04/2020,58.25,130.99,10.78,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9,122,Moderate
Delhi,23/04/2020,54.71,127.82,9.42,24.83,22.92,30.02,0.91,17.39,43.99,2.8,17.19,129,Moderate
Delhi,24/04/2020,65.91,138.46,11,25.62,24.87,32.62,0.99,18.62,47.98,2.57,13.43,143,Moderate
Delhi,25/04/2020,33.09,85.83,9.6,18.68,19.91,28.65,0.75,12.76,54.53,1.13,8.55,121,Moderate
Delhi,26/04/2020,40.24,117.1,8.42,17.45,17.77,31.61,0.77,16.21,47.16,1.68,8.42,119,Moderate
Delhi,27/04/2020,27.18,53.02,8.28,14.8,16.38,29.94,0.76,15.59,53.43,1.24,6.39,98,Satisfactory
Delhi,28/04/2020,41.75,80.36,10.32,17.35,20.03,28.6,0.86,17.6,58.96,1.7,8.3,105,Moderate
Delhi,29/04/2020,55.18,114.91,12.66,20.11,22.66,28.86,0.91,19.08,58.57,2.03,13.02,123,Moderate
Delhi,30/04/2020,49.96,115.63,12.73,17.61,20.45,32.99,0.84,17.42,59.55,1.68,9.27,128,Moderate
Delhi,01/05/2020,61.04,143.11,11.8,18.46,20.45,36.43,0.89,17.52,56.81,1.96,11.92,140,Moderate
Delhi,02/05/2020,34.67,107.36,12.81,14.36,19.49,33.93,0.76,13,60.45,1.19,6.42,127,Moderate
Delhi,03/05/2020,32.56,83.02,12.72,15.14,21.57,32.48,0.68,11.94,49.04,1.31,7.51,110,Moderate
Delhi,04/05/2020,26.63,60.59,12.86,16.95,20.79,31.35,0.72,11.92,50.56,1.14,9.98,92,Satisfactory
Delhi,05/05/2020,56.24,115.91,13.93,21.36,24.06,30.86,0.87,16.4,52.12,2,14.92,117,Moderate
Delhi,06/05/2020,58.44,169.61,13.75,21.88,25.58,29.53,0.89,15.78,53.95,2.04,13.31,139,Moderate
Delhi,07/05/2020,36.02,88.35,10.31,17.97,18.92,25.51,0.73,13.6,73.11,1.46,10.18,140,Moderate
Delhi,08/05/2020,51.09,120.82,10.02,21.66,20.69,27.98,0.83,13.82,74.28,1.69,13.41,138,Moderate
Delhi,09/05/2020,54.18,126.9,9.47,17.65,19.17,30.14,0.85,13.33,76.32,1.61,11.66,142,Moderate
Delhi,10/05/2020,44.3,110.39,5.21,16.46,14.47,28.71,0.74,12.02,63.71,1.3,9.23,127,Moderate
Delhi,11/05/2020,43.26,93.49,4.8,19.53,15.6,28.13,0.76,12.66,64.6,1.55,10.63,113,Moderate
Delhi,12/05/2020,43.19,94.4,4.42,18.49,14.62,29.43,0.75,13.84,64.1,1.5,12.68,122,Moderate
Delhi,13/05/2020,68.8,159.2,5.09,21.34,16.74,32.29,0.9,15.41,52.2,1.81,14.78,132,Moderate
Delhi,14/05/2020,56.17,126.53,9.04,25.12,21.86,30.82,0.89,12.92,50.22,1.69,14.93,154,Moderate
Delhi,15/05/2020,47.44,101.93,6.76,23.45,18.9,27.39,0.84,13.71,53.08,1.41,12.6,125,Moderate
Delhi,16/05/2020,81.87,151.8,6.11,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64,175,Moderate
Delhi,17/05/2020,98.63,187.24,9.24,31.96,26.01,28.76,1.06,20.19,59.79,2.07,15.58,202,Poor
Delhi,18/05/2020,101.02,192.68,11.31,34.76,29.28,28.97,1.12,22.11,53.55,2.42,17.66,222,Poor
Delhi,19/05/2020,106.63,208.65,16.68,42.67,38.49,30.58,1.31,20.41,57.05,2.75,23.02,238,Poor
Delhi,20/05/2020,67.8,155.41,8.79,32.8,25.93,28.73,1.03,18.96,62.34,1.92,15.99,196,Moderate
Delhi,21/05/2020,55.92,163.77,9.67,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2,149,Moderate
